Section,Area,Category,Status,Criteria,Indicator,Procedure
ownership,"Repair Penalty","Right to Repair","3: Red","I am not penalized for getting the product properly repaired by a third party or for repairing it myself.","The company does not penalize consumers (voided warranty, etc.) if they get the product repaired by someone other than the original manufacturer or their authorized representatives.","TBD"
ownership,"Repair Accessibility","Right to Repair","3: Red","The product can be fixed by parties other than the manufacturer.","The company does not use technical, feature-level, or legal means to block a consumer's ability to get a device repaired.","TBD"
ownership,"Repair Accessibility","Right to Repair","3: Red","The product can be fixed by parties other than the manufacturer.","There is a competitive market of repair shops.","TBD"
ownership,"Repair Accessibility","Right to Repair","3: Red","The product can be fixed by parties other than the manufacturer.","Repair shops, other than the manufacturer's, are supported by the original manufacturer.","TBD"
governance,"Business model","Business Model","3: Red","I understand how the company earns its revenue.","TBD","TBD"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization publicly commits to respect users' human rights to freedom of expression and privacy.","Explicit and clearly articulated policy commitment to human rights, including freedom of expression and privacy","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization's senior leadership exercises oversight over how its policies and practices affect freedom of expression and privacy.","The board of directors exercises formal oversight over how company practices affect freedom of expression and privacy.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization's senior leadership exercises oversight over how its policies and practices affect freedom of expression and privacy.","An executive-level committee, team, program or officer oversees how company practices affect freedom of expression and privacy.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization's senior leadership exercises oversight over how its policies and practices affect freedom of expression and privacy.","A management-level committee, team, program or officer oversees how company practices affect freedom of expression and privacy.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization should have mechanisms in place to implement its commitments to freedom of expression and privacy internally.","Provides employee, volunteers or other staff training on freedom of expression and privacy issues","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization should have mechanisms in place to implement its commitments to freedom of expression and privacy internally.","Maintains a whistleblower program through which employees, volunteers or other staff can report concerns related to how the company treats its users’ freedom of expression and privacy rights","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","As part of its decision-making, considers how laws affect freedom of expression and privacy in jurisdictions where it operates","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","Regularly assesses free expression and privacy risks associated with existing products and services","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","Assesses free expression and privacy risks associated with a new activity, including the launch and/or acquisition of new products or services or entry into new markets","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","Assesses free expression and privacy risks associated with the processes and mechanisms used to enforce its Terms of Service","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","Conducts in-depth due diligence wherever the company’s risk assessments identify concerns","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","Senior executives and/or members of the company’s board of directors review and consider the results of assessments and due diligence in decision-making for the company","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization implements due diligence processes, such as human rights impact assessments, to identify how all aspects of its activities affect freedom of expression and privacy and to mitigate any risks posed by those impacts.","Conducts assessments on a regular schedule","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization engages with a range of stakeholders on freedom of expression and privacy issues.","The company initiates or participates in meetings with stakeholders that represent, advocate on behalf of, or are people directly and adversely impacted by the company’s business","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.","The company initiates or participates in meetings with stakeholders that represent, advocate on behalf of, or are people directly and adversely impacted by the company’s business","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.","Clear disclosure of processes for receiving complaints","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.","Process includes complaints related to freedom of expression and privacy","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.","Clear disclosure of process for responding to complaints","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.","The company reports on the number of complaints received.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Governance","Human Rights & Corporate Social Responsibility","1: Green","The company or organization should have grievance and remedy mechanisms to address user's freedom of expression and privacy concerns.","The company provides evidence that it is responding to complaints.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses"
governance,"Open Innovation","Open","3: Red","The company works to advance all technology and innovation, not just its own interests.","TBD","TBD"
governance,"Open Source","Open","1: Green","The product's software is publicly available.","Software is open source, meaning published under a license approved and listed by the Open Source Initiative. (https://opensource.org/licenses/alphabetical)","Determine if code is available. Determine type of open source license."
governance,"Terms of Service and Privacy Policy documents","Privacy Policy & Terms of Service","1: Green","I can easily find, read, and understand the privacy policy and/or terms of service.","The company clearly discloses which Terms of Service (ToS) apply to the product/service in question.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Terms of Service and Privacy Policy documents","Privacy Policy & Terms of Service","1: Green","I can easily find, read, and understand the privacy policy and/or terms of service.","The ToS are easy to find.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Terms of Service and Privacy Policy documents","Privacy Policy & Terms of Service","1: Green","I can easily find, read, and understand the privacy policy and/or terms of service.","The ToS are available in the language(s) most commonly spoken by the company's users.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Terms of Service and Privacy Policy documents","Privacy Policy & Terms of Service","1: Green","I can easily find, read, and understand the privacy policy and/or terms of service.","The ToS are presented in an understandable manner.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Terms of Service and Privacy Policy documents","Privacy Policy & Terms of Service","1: Green","I can easily find, read, and understand the privacy policy and/or terms of service.","The company clearly discloses which privacy policies apply to the product/service in question.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Terms of Service and Privacy Policy documents","Privacy Policy & Terms of Service","1: Green","I can easily find, read, and understand the privacy policy and/or terms of service.","The privacy policies are easy to find.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Terms of Service and Privacy Policy documents","Privacy Policy & Terms of Service","1: Green","I can easily find, read, and understand the privacy policy and/or terms of service.","The privacy policies are available in the languages(s) most commonly spoken by the company's users.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
governance,"Terms of Service and Privacy Policy documents","Privacy Policy & Terms of Service","1: Green","I can easily find, read, and understand the privacy policy and/or terms of service.","The privacy policies are presented in an understandable manner.","Investigation and analysis of publicly available documentation to determine what the company clearly discloses."
